match_id,team,FG,FGA,FGp,3P,3PA,3Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1211,CHO,29,88,0.330,3,23,0.130,15,19,0.789,15,25,40,16,11,1,13,17,76
1212,DAL,35,88,0.398,12,40,0.300,9,11,0.818,8,34,42,24,8,4,13,11,91
1212,DEN,41,84,0.488,18,42,0.429,9,14,0.643,10,43,53,31,7,1,16,14,109
1213,LAL,42,88,0.477,8,22,0.364,16,23,0.696,8,39,47,24,15,3,11,18,108
1213,NOP,37,79,0.468,7,22,0.318,15,20,0.750,5,34,39,29,5,5,16,16,96
1214,MIN,38,86,0.442,5,20,0.250,17,25,0.680,11,24,35,24,12,3,11,17,98
1214,OKC,37,86,0.430,7,22,0.318,19,25,0.760,18,36,54,22,7,4,17,21,100
1215,PHO,41,109,0.376,8,30,0.267,14,24,0.583,18,30,48,19,8,3,9,23,104
1215,SAC,43,83,0.518,9,19,0.474,34,43,0.791,8,47,55,28,7,2,13,23,129
1216,BOS,41,91,0.451,12,37,0.324,18,26,0.692,11,35,46,31,12,3,8,17,112
1216,MIL,37,84,0.440,6,23,0.261,14,17,0.824,9,34,43,26,6,9,17,20,94
1217,BRK,28,86,0.326,3,33,0.091,14,18,0.778,10,38,48,17,8,3,18,16,73
1217,CHI,41,95,0.432,14,30,0.467,16,21,0.762,14,48,62,28,15,4,12,18,112
1218,CLE,28,76,0.368,10,37,0.270,17,24,0.708,10,32,42,20,5,7,15,14,83
1218,TOR,40,86,0.465,8,26,0.308,10,16,0.625,12,36,48,20,8,2,8,20,98
1219,GSW,41,90,0.456,12,36,0.333,15,22,0.682,14,40,54,26,14,8,20,17,109
1219,LAL,41,93,0.441,4,17,0.235,8,14,0.571,11,29,40,23,13,2,18,22,94
1220,HOU,45,97,0.464,19,56,0.339,14,22,0.636,16,31,47,37,11,7,10,14,123
1220,MIN,48,91,0.527,11,23,0.478,11,15,0.733,10,39,49,37,7,3,15,15,118
1221,ATL,30,72,0.417,11,29,0.379,15,19,0.789,8,29,37,19,5,4,18,15,86
1221,IND,39,82,0.476,10,24,0.417,16,19,0.842,8,33,41,21,5,7,10,14,104
1222,LAC,43,83,0.518,10,28,0.357,19,25,0.760,11,32,43,29,4,6,6,15,115
1222,SAC,40,81,0.494,5,11,0.455,10,14,0.714,7,30,37,27,2,1,10,18,95
1223,DAL,33,75,0.440,9,34,0.265,25,31,0.806,8,29,37,21,9,5,12,19,100
1223,MEM,33,84,0.393,8,25,0.320,19,22,0.864,16,32,48,18,4,5,14,23,93
1224,MIA,46,88,0.523,8,24,0.333,10,12,0.833,14,37,51,19,2,4,17,13,110
1224,WAS,42,87,0.483,7,26,0.269,11,14,0.786,8,26,34,18,9,0,10,13,102
1225,NYK,41,83,0.494,9,22,0.409,23,32,0.719,17,26,43,17,5,7,19,18,114
1225,PHI,46,93,0.495,7,23,0.304,14,20,0.700,16,22,38,21,10,4,12,25,113
1226,DEN,39,85,0.459,7,25,0.280,26,32,0.812,5,38,43,22,6,8,15,17,111
1226,OKC,43,101,0.426,8,25,0.320,11,17,0.647,14,37,51,20,10,8,12,24,105
1227,DET,41,106,0.387,11,36,0.306,16,28,0.571,17,36,53,20,6,3,8,15,109
1227,ORL,42,87,0.483,13,25,0.520,16,17,0.941,6,45,51,27,7,6,11,22,113
1228,NOP,40,90,0.444,8,24,0.333,15,21,0.714,11,31,42,20,13,3,11,17,103
1228,POR,41,85,0.482,13,30,0.433,5,13,0.385,14,39,53,22,4,2,23,18,100
1229,SAS,39,86,0.453,8,21,0.381,11,13,0.846,15,27,42,16,12,2,15,17,97
1229,UTA,39,77,0.506,10,26,0.385,13,20,0.650,7,29,36,24,10,5,16,16,101
