Rk,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1,Tim Hardaway,25,57,54,33.1,6.3,15.0,.421,2.3,7.2,.317,4.0,7.8,.516,.496,2.6,3.1,.816,0.6,3.4,3.9,2.7,1.1,0.2,1.6,2.2,17.5
2,Kristaps Porzingis,22,48,48,32.4,8.1,18.5,.439,1.9,4.8,.395,6.3,13.8,.454,.489,4.5,5.7,.793,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7
3,Courtney Lee,32,76,69,30.4,4.5,9.9,.454,1.5,3.7,.406,3.0,6.3,.482,.529,1.5,1.6,.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0
4,Enes Kanter,25,71,71,25.8,5.9,10.0,.592,0.0,0.0,.000,5.9,10.0,.594,.592,2.2,2.6,.848,3.8,7.1,11.0,1.5,0.5,0.5,1.7,2.6,14.1
5,Jarrett Jack,34,62,56,25.0,3.0,7.1,.427,0.4,1.4,.291,2.6,5.8,.459,.455,1.0,1.2,.840,0.4,2.7,3.1,5.6,0.6,0.1,1.9,1.6,7.5
6,Emmanuel Mudiay,21,22,14,22.4,3.4,9.3,.368,0.4,2.1,.196,3.0,7.2,.418,.390,1.6,2.3,.686,0.5,2.2,2.6,3.9,0.9,0.3,1.9,1.5,8.8
7,Michael Beasley,29,74,30,22.3,5.5,10.9,.507,0.5,1.2,.395,5.1,9.7,.520,.528,1.7,2.1,.780,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2
8,Frank Ntilikina,19,78,9,21.9,2.3,6.4,.364,0.6,2.0,.318,1.7,4.4,.385,.414,0.6,0.9,.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9
9,Trey Burke,25,36,9,21.8,5.4,10.7,.503,1.1,2.9,.362,4.3,7.8,.556,.552,1.0,1.6,.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8
10,Doug McDermott,26,55,1,21.3,2.7,6.0,.460,1.0,2.5,.387,1.8,3.5,.513,.541,0.7,1.0,.755,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.3,7.2
11,Lance Thomas,29,73,31,18.5,1.4,3.7,.382,0.7,1.7,.403,0.7,2.0,.364,.476,0.6,0.7,.830,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.8,4.1
12,Kyle O'Quinn,27,77,10,18.0,2.9,5.0,.582,0.1,0.2,.235,2.9,4.8,.598,.587,1.3,1.6,.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1
13,Troy Williams,23,17,1,17.1,2.9,5.9,.490,0.6,1.9,.333,2.2,3.9,.567,.545,1.1,1.6,.704,1.2,2.2,3.5,0.9,1.1,0.2,1.1,1.9,7.5
14,Luke Kornet,22,20,1,16.3,2.5,6.3,.392,1.4,4.0,.354,1.1,2.3,.457,.504,0.4,0.6,.727,0.6,2.7,3.2,1.3,0.3,0.8,0.6,1.4,6.7
15,Ron Baker,24,29,1,13.3,0.7,2.0,.339,0.4,1.1,.333,0.3,0.9,.346,.432,0.7,0.9,.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4
16,Isaiah Hicks,23,18,0,13.3,1.8,4.0,.458,0.1,0.5,.222,1.7,3.5,.492,.472,0.7,1.0,.667,0.6,1.7,2.3,0.9,0.1,0.2,0.9,2.5,4.4
17,Ramon Sessions,31,13,3,12.8,1.3,4.1,.321,0.2,0.8,.182,1.2,3.2,.357,.340,0.9,1.2,.800,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
18,Damyean Dotson,23,44,2,10.8,1.6,3.7,.447,0.5,1.5,.324,1.1,2.1,.538,.516,0.4,0.5,.696,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,4.1
19,Willy Hernangomez,23,26,0,9.0,1.9,3.1,.605,0.0,0.2,.200,1.8,2.9,.632,.611,0.5,1.1,.429,0.8,1.7,2.6,0.8,0.3,0.3,1.0,1.2,4.3
20,Joakim Noah,32,7,0,5.7,0.7,1.4,.500,0.0,0.0,0.0,0.7,1.4,.500,.500,0.3,0.6,.500,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
21,Mindaugas Kuzminskas,28,1,0,2.0,0.0,2.0,.000,0.0,0.0,0.0,0.0,2.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
